ILYR	IROW	ICOL	SHEAD
1	14	36 	69.6763533
1	14	37 	68.55146931
1	14	38 	67.29672068
1	14	39 	65.96057632
1	14	40 	64.58688494
1	14	41 	63.21408333
1	14	42 	61.87881934
1	14	43 	60.62260294
1	14	44 	59.50035947
1	14	45 	58.55237481
1	14	46 	57.76806128
1	14	47 	57.13555684
1	14	48 	56.66138456
1	14	49 	56.35434916
1	14	50 	56.21405773
1	14	51 	56.23108667
1	14	52 	56.39224327
1	14	53 	56.68172246
1	14	54 	57.07731304
1	14	55 	57.5483975
1	14	56 	58.05865339
1	14	57 	58.56747186
1	14	58 	59.03079655
1	14	59 	59.41964028
1	14	60 	59.73084807
1	14	61 	59.95894708
1	14	62 	60.07483088
1	14	63 	60.00638408
1	14	64 	59.66595988
1	14	65 	59.07978685
1	14	66 	58.32763085
1	14	67 	57.44905328
1	14	68 	56.46022762
1	14	69 	55.37276653
1	14	70 	54.19907913
1	14	71 	52.95353472
1	14	72 	51.65730821
1	14	73 	50.3443702
1	14	74 	49.06064597
1	14	75 	47.86055797
1	14	76 	46.79696662
1	14	77 	45.89452655
1	14	78 	45.14623793
1	14	79 	44.54133157
1	14	80 	44.07891951
1	15	1 	86.54530075
1	15	2 	85.75658853
1	15	3 	84.86044349
1	15	4 	83.86272157
1	15	5 	82.76101664
1	15	6 	81.55010705
1	15	7 	80.23937773
1	15	8 	78.8596172
1	15	9 	77.44954546
1	15	10 	76.04513514
1	15	11 	74.67925213
1	15	12 	73.38485927
1	15	13 	72.19892259
1	15	14 	71.16605487
1	15	15 	70.3364003
1	15	16 	69.74549274
1	15	17 	69.3879254
1	15	18 	69.22759315
1	15	19 	69.22669422
1	15	20 	69.358309
1	15	21 	69.60898389
1	15	22 	69.97907088
1	15	23 	70.46388327
1	15	24 	71.02539021
1	15	25 	71.61276331
1	15	26 	72.17982517
1	15	27 	72.67954395
1	15	28 	73.05673711
1	15	29 	73.25300306
1	15	30 	73.24282527
1	15	31 	73.04597851
1	15	32 	72.68821488
1	15	33 	72.18241066
1	15	34 	71.5270884
1	15	35 	70.70370726
1	15	36 	69.6823899
1	15	37 	68.46483339
1	15	38 	67.10434083
1	15	39 	65.66130674
1	15	40 	64.18505129
1	15	41 	62.71966866
1	15	42 	61.30833834
1	15	43 	59.99430856
1	15	44 	58.82027783
1	15	45 	57.81372223
1	15	46 	56.97461228
1	15	47 	56.29787903
1	15	48 	55.78735162
1	15	49 	55.44968917
1	15	50 	55.28667173
1	15	51 	55.29193727
1	15	52 	55.4511024
1	15	53 	55.74275458
1	15	54 	56.13924065
1	15	55 	56.60787434
1	15	56 	57.1126936
1	15	57 	57.61582012
1	15	58 	58.08068845
1	15	59 	58.48097283
1	15	60 	58.80312037
1	15	61 	59.03263079
1	15	62 	59.13727308
1	15	63 	59.05361981
1	15	64 	58.71624179
1	15	65 	58.14022168
1	15	66 	57.38544129
1	15	67 	56.48927586
1	15	68 	55.47002004
1	15	69 	54.34049139
1	15	70 	53.11261365
1	15	71 	51.7975845
1	15	72 	50.41448448
1	15	73 	49.00494423
1	15	74 	47.62526873
1	15	75 	46.3337292
1	15	76 	45.18199907
1	15	77 	44.19950019
1	15	78 	43.38754038
1	15	79 	42.7361289
1	15	80 	42.24492787
1	16	1 	87.62254997
1	16	2 	86.76380059
1	16	3 	85.78052075
1	16	4 	84.68727581
1	16	5 	83.49074269
1	16	6 	82.19597147
1	16	7 	80.81533568
1	16	8 	79.37184301
1	16	9 	77.89552299
1	16	10 	76.41969426
1	16	11 	74.97937864
1	16	12 	73.61143249
1	16	13 	72.35710051
1	16	14 	71.26470128
1	16	15 	70.38531807
1	16	16 	69.75371194
1	16	17 	69.36729695
1	16	18 	69.19226756
1	16	19 	69.18853947
1	16	20 	69.32539235
1	16	21 	69.58671391
1	16	22 	69.97487707
1	16	23 	70.48961799
1	16	24 	71.08600134
1	16	25 	71.70656768
1	16	26 	72.30222499
1	16	27 	72.82295383
1	16	28 	73.21276755
1	16	29 	73.41913207
1	16	30 	73.41748431
1	16	31 	73.21879642
1	16	32 	72.84647585
1	16	33 	72.3163664
1	16	34 	71.63002681
1	16	35 	70.76776048
1	16	36 	69.6852155
1	16	37 	68.37753473
1	16	38 	66.9166758
1	16	39 	65.37240389
1	16	40 	63.79728617
1	16	41 	62.24139751
1	16	42 	60.75644088
1	16	43 	59.38632982
1	16	44 	58.15959542
1	16	45 	57.09217868
1	16	46 	56.19012332
1	16	47 	55.45675453
1	16	48 	54.89852149
1	16	49 	54.52352661
1	16	50 	54.33632841
1	16	51 	54.33233356
1	16	52 	54.49460792
1	16	53 	54.79534588
1	16	54 	55.20042065
1	16	55 	55.67344551
1	16	56 	56.17795317
1	16	57 	56.67860458
1	16	58 	57.14327426
1	16	59 	57.54611463
1	16	60 	57.86690804
1	16	61 	58.08378843
1	16	62 	58.16385863
1	16	63 	58.06062058
1	16	64 	57.7354506
1	16	65 	57.19066323
1	16	66 	56.45705214
1	16	67 	55.56205489
1	16	68 	54.52374482
1	16	69 	53.35691901
1	16	70 	52.07584311
1	16	71 	50.69086001
1	16	72 	49.21790923
1	16	73 	47.70711953
1	16	74 	46.22404139
1	16	75 	44.83154642
1	16	76 	43.58951319
1	16	77 	42.53800275
1	16	78 	41.67875081
1	16	79 	40.99404268
1	16	80 	40.48099001
1	17	1 	88.68366978
1	17	2 	87.75258161
1	17	3 	86.68369414
1	17	4 	85.5006035
1	17	5 	84.21570668
1	17	6 	82.83939919
1	17	7 	81.38572274
1	17	8 	79.8736385
1	17	9 	78.3270187
1	17	10 	76.7769262
1	17	11 	75.25991644
1	17	12 	73.81443642
1	17	13 	72.48284058
1	17	14 	71.31647529
1	17	15 	70.37610685
1	17	16 	69.70947581
1	17	17 	69.31299331
1	17	18 	69.14115669
1	17	19 	69.1475217
1	17	20 	69.30087452
1	17	21 	69.58567239
1	17	22 	70.00034723
1	17	23 	70.53777726
1	17	24 	71.15748105
1	17	25 	71.80533899
1	17	26 	72.43060449
1	17	27 	72.98064292
1	17	28 	73.39548095
1	17	29 	73.61576962
1	17	30 	73.61243812
1	17	31 	73.39915758
1	17	32 	73.00260845
1	17	33 	72.43877679
1	17	34 	71.7075535
1	17	35 	70.78821313
1	17	36 	69.64087622
1	17	37 	68.26384953
1	17	38 	66.72428651
1	17	39 	65.09227966
1	17	40 	63.42414823
1	17	41 	61.77676547
1	17	42 	60.21427209
1	17	43 	58.78423893
1	17	44 	57.50037906
1	17	45 	56.36931502
1	17	46 	55.40038127
1	17	47 	54.60339546
1	17	48 	53.98930073
1	17	49 	53.57056483
1	17	50 	53.35758585
1	17	51 	53.3493177
1	17	52 	53.52477859
1	17	53 	53.84635806
1	17	54 	54.27101354
1	17	55 	54.75777492
1	17	56 	55.26956169
1	17	57 	55.77295235
1	17	58 	56.23826241
1	17	59 	56.63977941
1	17	60 	56.95432852
1	17	61 	57.1574365
1	17	62 	57.21959264
1	17	63 	57.10791162
1	17	64 	56.79748066
1	17	65 	56.28326473
1	17	66 	55.57598293
1	17	67 	54.68937735
1	17	68 	53.6356125
1	17	69 	52.42831794
1	17	70 	51.0843829
1	17	71 	49.61973005
1	17	72 	48.0565986
1	17	73 	46.4485442
1	17	74 	44.86234785
1	17	75 	43.3644169
1	17	76 	42.03060346
1	17	77 	40.92271058
1	17	78 	40.03625713
1	17	79 	39.33788586
1	17	80 	38.81983496
1	18	1 	89.70122713
1	18	2 	88.70830757
1	18	3 	87.56625639
1	18	4 	86.30367164
1	18	5 	84.93711368
1	18	6 	83.48118508
1	18	7 	81.95225848
1	18	8 	80.36785446
1	18	9 	78.74714919
1	18	10 	77.12014313
1	18	11 	75.52542837
1	18	12 	74.00144113
1	18	13 	72.58905014
1	18	14 	71.34003098
1	18	15 	70.3291275
1	18	16 	69.63235789
1	18	17 	69.24083002
1	18	18 	69.08298826
1	18	19 	69.10525675
1	18	20 	69.27910059
1	18	21 	69.59067166
1	18	22 	70.03280513
1	18	23 	70.59085739
1	18	24 	71.2301756
1	18	25 	71.90320566
1	18	26 	72.55967907
1	18	27 	73.14590517
1	18	28 	73.59682926
1	18	29 	73.83522079
1	18	30 	73.8212176
1	18	31 	73.58332487
1	18	32 	73.15630182
1	18	33 	72.55340444
1	18	34 	71.76964925
1	18	35 	70.7842924
1	18	36 	69.57225018
1	18	37 	68.13945929
1	18	38 	66.53723407
1	18	39 	64.83022291
1	18	40 	63.07834591
1	18	41 	61.34361342
1	18	42 	59.70023816
1	18	43 	58.20063615
1	18	44 	56.84790154
1	18	45 	55.6448265
1	18	46 	54.6039648
1	18	47 	53.73906456
1	18	48 	53.06385519
1	18	49 	52.59554495
1	18	50 	52.35501582
1	18	51 	52.35041787
1	18	52 	52.55418267
1	18	53 	52.91166423
1	18	54 	53.36769368
1	18	55 	53.8770611
1	18	56 	54.40293426
1	18	57 	54.91387183
1	18	58 	55.38215444
1	18	59 	55.78283142
1	18	60 	56.09243007
1	18	61 	56.28714324
1	18	62 	56.34181243
1	18	63 	56.23182756
1	18	64 	55.93824453
1	18	65 	55.45170722
1	18	66 	54.77024263
1	18	67 	53.89395553
1	18	68 	52.8242569
1	18	69 	51.56947089
1	18	70 	50.14953716
1	18	71 	48.59339868
1	18	72 	46.93944174
1	18	73 	45.24218703
1	18	74 	43.56395227
1	18	75 	41.97138705
1	18	76 	40.55295822
1	18	77 	39.3944348
1	18	78 	38.48329166
1	18	79 	37.77280645
1	18	80 	37.25177253
1	19	1 	90.66089623
1	19	2 	89.62582912
1	19	3 	88.4281544
1	19	4 	87.09705136
1	19	5 	85.65402297
1	19	6 	84.11861299
1	19	7 	82.51065276
1	19	8 	80.84891687
1	19	9 	79.15186044
1	19	10 	77.4492363
1	19	11 	75.7802732
1	19	12 	74.18375549
1	19	13 	72.70042227
1	19	14 	71.38195047
1	19	15 	70.31052965
1	19	16 	69.5843625
1	19	17 	69.18944454
1	19	18 	69.03480719
1	19	19 	69.06420925
1	19	20 	69.25102641
1	19	21 	69.58170308
1	19	22 	70.04597537
1	19	23 	70.62599492
1	19	24 	71.28872486
1	19	25 	71.98882666
1	19	26 	72.67561036
1	19	27 	73.2941758
1	19	28 	73.7765243
1	19	29 	74.03236599
1	19	30 	74.01250074
1	19	31 	73.7574848
1	19	32 	73.30648268
1	19	33 	72.67067932
1	19	34 	71.84291996
1	19	35 	70.8032931
1	19	36 	69.53311491
1	19	37 	68.04162101
1	19	38 	66.37550645
1	19	39 	64.59821017
1	19	40 	62.7727904
1	19	41 	60.96348084
1	19	42 	59.24039067
1	19	43 	57.65288445
1	19	44 	56.21161473
1	19	45 	54.92454387
1	19	46 	53.80731316
1	19	47 	52.8751223
1	19	48 	52.14039494
1	19	49 	51.62086175
1	19	50 	51.35147835
1	19	51 	51.36128669
1	19	52 	51.61120937
1	19	53 	52.01779357
1	19	54 	52.51287307
1	19	55 	53.04979617
1	19	56 	53.59363936
1	19	57 	54.11533817
1	19	58 	54.5891392
1	19	59 	54.99139516
1	19	60 	55.29968951
1	19	61 	55.49211211
1	19	62 	55.54721605
1	19	63 	55.44525757
1	19	64 	55.17019701
1	19	65 	54.710276
1	19	66 	54.05528648
1	19	67 	53.19237439
1	19	68 	52.10740893
1	19	69 	50.79864543
1	19	70 	49.29173545
1	19	71 	47.63508919
1	19	72 	45.8858166
1	19	73 	44.10407865
1	19	74 	42.35116534
1	19	75 	40.69350704
1	19	76 	39.21614131
1	19	77 	37.99737404
1	19	78 	37.03355894
1	19	79 	36.28806458
1	19	80 	35.74871868
1	20	1 	91.59780078
1	20	2 	90.52642865
1	20	3 	89.27997968
1	20	4 	87.88496535
1	20	5 	86.36662553
1	20	6 	84.74957989
1	20	7 	83.05791321
1	20	8 	81.31375441
1	20	9 	79.53919763
1	20	10 	77.76394509
1	20	11 	76.02580423
1	20	12 	74.36581614
1	20	13 	72.82933521
1	20	14 	71.47279025
1	20	15 	70.37499403
1	20	16 	69.61494705
1	20	17 	69.18305794
1	20	18 	69.0047851
1	20	19 	69.02419582
1	20	20 	69.2110442
1	20	21 	69.54964329
1	20	22 	70.02957039
1	20	23 	70.6331103
1	20	24 	71.32511214
1	20	25 	72.05613553
1	20	26 	72.77106993
1	20	27 	73.41058545
1	20	28 	73.90430406
1	20	29 	74.17035642
1	20	30 	74.16512749
1	20	31 	73.91478194
1	20	32 	73.45396738
1	20	33 	72.79712638
1	20	34 	71.94052012
1	20	35 	70.86415742
1	20	36 	69.54341027
1	20	37 	67.98585578
1	20	38 	66.24701782
1	20	39 	64.39725789
1	20	40 	62.50181254
1	20	41 	60.62254178
1	20	42 	58.81846771
1	20	43 	57.13347018
1	20	44 	55.59143206
1	20	45 	54.21227128
1	20	46 	53.01888331
1	20	47 	52.02962057
1	20	48 	51.25286462
1	20	49 	50.69887139
1	20	50 	50.41021081
1	20	51 	50.44419487
1	20	52 	50.74622916
1	20	53 	51.20042535
1	20	54 	51.73144829
1	20	55 	52.29415345
1	20	56 	52.85583672
1	20	57 	53.38935043
1	20	58 	53.87047229
1	20	59 	54.27680732
1	20	60 	54.58726962
1	20	61 	54.7818499
1	20	62 	54.8418024
1	20	63 	54.75033707
1	20	64 	54.49327229
1	20	65 	54.05825751
1	20	66 	53.43085946
1	20	67 	52.58723341
1	20	68 	51.4915009
1	20	69 	50.12218522
1	20	70 	48.51495213
1	20	71 	46.74744953
1	20	72 	44.89757699
1	20	73 	43.03339988
1	20	74 	41.21761981
1	20	75 	39.51387887
1	20	76 	37.99134469
1	20	77 	36.705788
1	20	78 	35.66846563
1	20	79 	34.86643546
1	20	80 	34.2938657
1	21	1 	92.54537325
1	21	2 	91.4335003
1	21	3 	90.1339578
1	21	4 	88.67184254
1	21	5 	87.0747158
1	21	6 	85.37224008
1	21	7 	83.59385197
1	21	8 	81.76573679
1	21	9 	79.91287633
1	21	10 	78.06474399
1	21	11 	76.25847872
1	21	12 	74.53851654
1	21	13 	72.95681082
1	21	14 	71.57484404
1	21	15 	70.46160597
1	21	16 	69.66898246
1	21	17 	69.19186126
1	21	18 	68.97949165
1	21	19 	68.97994555
1	21	20 	69.15793693
1	21	21 	69.49497185
1	21	22 	69.984507
1	21	23 	70.61393206
1	21	24 	71.34241154
1	21	25 	72.11003527
1	21	26 	72.85506289
1	21	27 	73.51398359
1	21	28 	74.01666284
1	21	29 	74.29392254
1	21	30 	74.30823432
1	21	31 	74.06895954
1	21	32 	73.60351297
1	21	33 	72.93087222
1	21	34 	72.05345128
1	21	35 	70.95176316
1	21	36 	69.58627516
1	21	37 	67.95774782
1	21	38 	66.14125297
1	21	39 	64.21703541
1	21	40 	62.24993468
1	21	41 	60.29739396
1	21	42 	58.41017304
1	21	43 	56.62847862
1	21	44 	54.98415088
1	21	45 	53.51043898
1	21	46 	52.24554846
1	21	47 	51.21921298
1	21	48 	50.4372278
1	21	49 	49.89734866
1	21	50 	49.63096414
1	21	51 	49.68838543
1	21	52 	50.01343902
1	21	53 	50.49034969
1	21	54 	51.04255845
1	21	55 	51.62348565
1	21	56 	52.19980503
1	21	57 	52.74454406
1	21	58 	53.23392467
1	21	59 	53.6461815
1	21	60 	53.96118429
1	21	61 	54.1602742
1	21	62 	54.22632753
1	21	63 	54.1440768
1	21	64 	53.90033128
1	21	65 	53.48309483
1	21	66 	52.87746768
1	21	67 	52.05423072
1	21	68 	50.9528137
1	21	69 	49.51572308
1	21	70 	47.79566278
1	21	71 	45.91187908
1	21	72 	43.96033155
1	21	73 	42.0147166
1	21	74 	40.13818927
1	21	75 	38.38744798
1	21	76 	36.81608951
1	21	77 	35.4664741
1	21	78 	34.35770381
1	21	79 	33.4938166
1	21	80 	32.88173919
1	22	1 	93.51532827
1	22	2 	92.35549422
1	22	3 	90.99277756
1	22	4 	89.45528809
1	22	5 	87.77266102
1	22	6 	85.9802851
1	22	7 	84.11402443
1	22	8 	82.20296757
1	22	9 	80.2720819
1	22	10 	78.349022
1	22	11 	76.47073315
1	22	12 	74.68535962
1	22	13 	73.05056773
1	22	14 	71.63165082
1	22	15 	70.49302151
1	22	16 	69.67477981
1	22	17 	69.17068516
1	22	18 	68.93787645
1	22	19 	68.92635332
1	22	20 	69.09751426
1	22	21 	69.43065762
1	22	22 	69.92641628
1	22	23 	70.58454607
1	22	24 	71.35487503
1	22	25 	72.16319182
1	22	26 	72.94363392
1	22	27 	73.63194224
1	22	28 	74.15809217
1	22	29 	74.45384017
1	22	30 	74.47922745
1	22	31 	74.23880751
1	22	32 	73.76002247
1	22	33 	73.06491362
1	22	34 	72.15854853
1	22	35 	71.02202529
1	22	36 	69.61067566
1	22	37 	67.92251538
1	22	38 	66.03998587
1	22	39 	64.0467437
1	22	40 	62.00822989
1	22	41 	59.98118146
1	22	42 	58.01282728
1	22	43 	56.14000623
1	22	44 	54.39714182
1	22	45 	52.82854203
1	22	46 	51.49586154
1	22	47 	50.45424135
1	22	48 	49.70627811
1	22	49 	49.22715787
1	22	50 	49.01993494
1	22	51 	49.09787594
1	22	52 	49.4168388
1	22	53 	49.89162677
1	22	54 	50.45041766
1	22	55 	51.04210471
1	22	56 	51.6298799
1	22	57 	52.185262
1	22	58 	52.68366297
1	22	59 	53.10315296
1	22	60 	53.42404012
1	22	61 	53.62838228
1	22	62 	53.69962335
1	22	63 	53.62249964
1	22	64 	53.38304466
1	22	65 	52.9679949
1	22	66 	52.36152651
1	22	67 	51.53319072
1	22	68 	50.40963699
1	22	69 	48.90439518
1	22	70 	47.08565858
1	22	71 	45.10246742
1	22	72 	43.05942631
1	22	73 	41.03589521
1	22	74 	39.09763618
1	22	75 	37.29363828
1	22	76 	35.66815311
1	22	77 	34.26035071
1	22	78 	33.0934047
1	22	79 	32.17722501
1	22	80 	31.52901914
1	23	1 	94.50507892
1	23	2 	93.28563196
1	23	3 	91.84400409
1	23	4 	90.21897288
1	23	5 	88.44381836
1	23	6 	86.55945146
1	23	7 	84.60697311
1	23	8 	82.61637497
1	23	9 	80.61000169
1	23	10 	78.61062616
1	23	11 	76.65438404
1	23	12 	74.79377771
1	23	13 	73.09075401
1	23	14 	71.61533004
1	23	15 	70.43903498
1	23	16 	69.60499733
1	23	17 	69.09941884
1	23	18 	68.87041722
1	23	19 	68.86450466
1	23	20 	69.04254911
1	23	21 	69.38409439
1	23	22 	69.89355184
1	23	23 	70.57803681
1	23	24 	71.3825173
1	23	25 	72.22666305
1	23	26 	73.04436837
1	23	27 	73.77238914
1	23	28 	74.33833353
1	23	29 	74.66102457
1	23	30 	74.68710858
1	23	31 	74.42854546
1	23	32 	73.92385644
1	23	33 	73.19656449
1	23	34 	72.24852302
1	23	35 	71.05988141
1	23	36 	69.598772
1	23	37 	67.87011966
1	23	38 	65.93966235
1	23	39 	63.88614057
1	23	40 	61.77892087
1	23	41 	59.68001274
1	23	42 	57.63759866
1	23	43 	55.68446342
1	23	44 	53.85426471
1	23	45 	52.1974052
1	23	46 	50.79989449
1	23	47 	49.75640779
1	23	48 	49.05957365
1	23	49 	48.64799052
1	23	50 	48.49728066
1	23	51 	48.59704433
1	23	52 	48.9117162
1	23	53 	49.38120713
1	23	54 	49.94325017
1	23	55 	50.54440561
1	23	56 	51.14419041
1	23	57 	51.71170769
1	23	58 	52.22066128
1	23	59 	52.64859498
1	23	60 	52.97613574
1	23	61 	53.18575284
1	23	62 	53.26066468
1	23	63 	53.18413397
1	23	64 	52.93902667
1	23	65 	52.50710963
1	23	66 	51.86637356
1	23	67 	50.98170508
1	23	68 	49.78814439
1	23	69 	48.22600944
1	23	70 	46.35671962
1	23	71 	44.31235472
1	23	72 	42.19929785
1	23	73 	40.10573353
1	23	74 	38.1039778
1	23	75 	36.23821458
1	23	76 	34.55256723
1	23	77 	33.09410797
1	23	78 	31.89234769
1	23	79 	30.95431058
1	23	80 	30.29416895
1	24	1 	95.49830966
1	24	2 	94.20206174
1	24	3 	92.66064455
1	24	4 	90.93367094
1	24	5 	89.06319273
1	24	6 	87.09080665
1	24	7 	85.05675515
1	24	8 	82.99109788
1	24	9 	80.91353315
1	24	10 	78.8388919
1	24	11 	76.80198806
1	24	12 	74.86141026
1	24	13 	73.08041912
1	24	14 	71.532328
1	24	15 	70.30792059
1	24	16 	69.47039876
1	24	17 	68.98815319
1	24	18 	68.78428364
1	24	19 	68.80005348
1	24	20 	69.00036555
1	24	21 	69.3689246
1	24	22 	69.90668429
1	24	23 	70.61001326
1	24	24 	71.43138665
1	24	25 	72.2997703
1	24	26 	73.14972154
1	24	27 	73.91788827
1	24	28 	74.52945024
1	24	29 	74.88415829
1	24	30 	74.90512319
1	24	31 	74.62180816
1	24	32 	74.08921342
1	24	33 	73.33028617
1	24	34 	72.34301702
1	24	35 	71.10763832
1	24	36 	69.60168142
1	24	37 	67.833484
1	24	38 	65.85718501
1	24	39 	63.74684846
1	24	40 	61.57472066
1	24	41 	59.40889168
1	24	42 	57.30083573
1	24	43 	55.28138809
1	24	44 	53.38611663
1	24	45 	51.6704968
1	24	46 	50.2312996
1	24	47 	49.18147686
1	24	48 	48.50862296
1	24	49 	48.1335614
1	24	50 	48.01678208
1	24	51 	48.13545376
1	24	52 	48.45593889
1	24	53 	48.92974428
1	24	54 	49.5018304
1	24	55 	50.11900197
1	24	56 	50.73712808
1	24	57 	51.32138769
1	24	58 	51.84353349
1	24	59 	52.28115167
1	24	60 	52.61586999
1	24	61 	52.83089668
1	24	62 	52.90900238
1	24	63 	52.83110854
1	24	64 	52.57520794
1	24	65 	52.11539336
1	24	66 	51.42062311
1	24	67 	50.4525862
1	24	68 	49.16797422
1	24	69 	47.54887786
1	24	70 	45.6482547
1	24	71 	43.56732318
1	24	72 	41.40595568
1	24	73 	39.25370019
1	24	74 	37.18326555
1	24	75 	35.24294128
1	24	76 	33.48737722
1	24	77 	31.98433097
1	24	78 	30.77808077
1	24	79 	29.86567904
1	24	80 	29.23998901
1	25	1 	96.45058384
1	25	2 	95.06072032
1	25	3 	93.40730939
1	25	4 	91.57565585
1	25	5 	89.61417323
1	25	6 	87.56015615
1	25	7 	85.44850961
1	25	8 	83.30863376
1	25	9 	81.16021232
1	25	10 	79.01423446
1	25	11 	76.9053313
1	25	12 	74.89575126
1	25	13 	73.04695847
1	25	14 	71.43131223
1	25	15 	70.15955331
1	25	16 	69.32670458
1	25	17 	68.87505468
1	25	18 	68.6988826
1	25	19 	68.73830643
1	25	20 	68.96383414
1	25	21 	69.36232496
1	25	22 	69.92882538
1	25	23 	70.64949823
1	25	24 	71.48354585
1	25	25 	72.37013538
1	25	26 	73.24435101
1	25	27 	74.03965943
1	25	28 	74.67763607
1	25	29 	75.05232345
1	25	30 	75.08045992
1	25	31 	74.7930838
1	25	32 	74.24778603
1	25	33 	73.46917851
1	25	34 	72.45741968
1	25	35 	71.19377424
1	25	36 	69.65225952
1	25	37 	67.837258
1	25	38 	65.80658303
1	25	39 	63.639123
1	25	40 	61.40852923
1	25	41 	59.18197071
1	25	42 	57.01218229
1	25	43 	54.93648103
1	25	44 	52.99837635
1	25	45 	51.26051952
1	25	46 	49.81270329
1	25	47 	48.74046579
1	25	48 	48.04298772
1	25	49 	47.66300581
1	25	50 	47.55600509
1	25	51 	47.68872488
1	25	52 	48.02389417
1	25	53 	48.51539675
1	25	54 	49.11077827
1	25	55 	49.75637894
1	25	56 	50.40322107
1	25	57 	51.01089534
1	25	58 	51.54922763
1	25	59 	51.99732887
1	25	60 	52.33944238
1	25	61 	52.5605075
1	25	62 	52.64328896
1	25	63 	52.56650949
1	25	64 	52.30312883
1	25	65 	51.81899209
1	25	66 	51.07378617
1	25	67 	50.0276116
1	25	68 	48.65552435
1	25	69 	46.96777906
1	25	70 	45.02070782
1	25	71 	42.90076268
1	25	72 	40.69854003
1	25	73 	38.49569786
1	25	74 	36.35821909
1	25	75 	34.33940362
1	25	76 	32.50672029
1	25	77 	30.96086379
1	25	78 	29.77444305
1	25	79 	28.91841222
1	25	80 	28.34687233
1	26	1 	97.25501386
1	26	2 	95.78329855
1	26	3 	94.04038558
1	26	4 	92.12616713
1	26	5 	90.08881545
1	26	6 	87.96149792
1	26	7 	85.77512133
1	26	8 	83.55850353
1	26	9 	81.33463616
1	26	10 	79.12295569
1	26	11 	76.96088516
1	26	12 	74.90682446
1	26	13 	73.02274146
1	26	14 	71.38272085
1	26	15 	70.09671497
1	26	16 	69.25625532
1	26	17 	68.80325276
1	26	18 	68.63184038
1	26	19 	68.68125165
1	26	20 	68.92171091
1	26	21 	69.33940423
1	26	22 	69.92639073
1	26	23 	70.66581161
1	26	24 	71.51872202
1	26	25 	72.42646898
1	26	26 	73.32172212
1	26	27 	74.13224345
1	26	28 	74.7752397
1	26	29 	75.15584133
1	26	30 	75.20763802
1	26	31 	74.9408091
1	26	32 	74.39844607
1	26	33 	73.61007035
1	26	34 	72.58451282
1	26	35 	71.30681414
1	26	36 	69.73805887
1	26	37 	67.87069059
1	26	38 	65.78022056
1	26	39 	63.55724102
1	26	40 	61.27390214
1	26	41 	58.99163012
1	26	42 	56.76283181
1	26	43 	54.63423564
1	26	44 	52.65904618
1	26	45 	50.90423288
1	26	46 	49.44579328
1	26	47 	48.3428963
1	26	48 	47.60501273
1	26	49 	47.20158695
1	26	50 	47.09293387
1	26	51 	47.23950166
1	26	52 	47.59882936
1	26	53 	48.12301046
1	26	54 	48.75869907
1	26	55 	49.44900726
1	26	56 	50.13757102
1	26	57 	50.77611916
1	26	58 	51.3327066
1	26	59 	51.79085287
1	26	60 	52.14002004
1	26	61 	52.3681239
1	26	62 	52.45867576
1	26	63 	52.38926754
1	26	64 	52.12926767
1	26	65 	51.63698708
1	26	66 	50.86055032
1	26	67 	49.75186594
1	26	68 	48.29477463
1	26	69 	46.52223232
1	26	70 	44.50518869
1	26	71 	42.33038695
1	26	72 	40.08279061
1	26	73 	37.8354003
1	26	74 	35.64690689
1	26	75 	33.57042536
1	26	76 	31.67905194
1	26	77 	30.09923389
1	26	78 	28.93210381
1	26	79 	28.11798633
1	26	80 	27.57955842
1	27	1 	97.78805058
1	27	2 	96.29974155
1	27	3 	94.52877126
1	27	4 	92.57322016
1	27	5 	90.48423279
1	27	6 	88.29598394
1	27	7 	86.03997412
1	27	8 	83.74797555
1	27	9 	81.45036333
1	27	10 	79.17853328
1	27	11 	76.97467182
1	27	12 	74.89477347
1	27	13 	73.00400023
1	27	14 	71.3793834
1	27	15 	70.11025533
1	27	16 	69.2527543
1	27	17 	68.76992008
1	27	18 	68.58133478
1	27	19 	68.62585826
1	27	20 	68.86813486
1	27	21 	69.29136182
1	27	22 	69.88928487
1	27	23 	70.64898251
1	27	24 	71.5300676
1	27	25 	72.46780614
1	27	26 	73.38977957
1	27	27 	74.21998613
1	27	28 	74.87492077
1	27	29 	75.26890256
1	27	30 	75.34312469
1	27	31 	75.09281751
1	27	32 	74.54974499
1	27	33 	73.74695539
1	27	34 	72.70056282
1	27	35 	71.40026163
1	27	36 	69.80195627
1	27	37 	67.8913281
1	27	38 	65.75422194
1	27	39 	63.48578154
1	27	40 	61.15573288
1	27	41 	58.8218813
1	27	42 	56.53673083
1	27	43 	54.35280385
1	27	44 	52.3305823
1	27	45 	50.54093836
1	27	46 	49.05270895
1	27	47 	47.91322594
1	27	48 	47.1381398
1	27	49 	46.71353974
1	27	50 	46.60608975
1	27	51 	46.77310345
1	27	52 	47.16776426
1	27	53 	47.7396256
1	27	54 	48.43318284
1	27	55 	49.18662335
1	27	56 	49.93265227
1	27	57 	50.60982954
1	27	58 	51.18478529
1	27	59 	51.65121536
1	27	60 	52.00694387
1	27	61 	52.24328001
1	27	62 	52.34482545
1	27	63 	52.28952034
1	27	64 	52.04599675
1	27	65 	51.5676758
1	27	66 	50.78730359
1	27	67 	49.63320657
1	27	68 	48.08702698
1	27	69 	46.21132598
1	27	70 	44.10310556
1	27	71 	41.85786724
