ILYR	IROW	ICOL	CELLBOT
1	15	45	37.81372223
1	15	46	36.97461228
1	15	47	36.29787903
1	15	48	35.78735162
1	15	49	35.44968917
1	15	50	35.28667173
1	15	51	35.29193727
1	15	52	35.4511024
1	15	53	35.74275458
1	15	54	36.13924065
1	15	55	36.60787434
1	15	56	37.1126936
1	15	57	37.61582012
1	15	58	38.08068845
1	15	59	38.48097283
1	15	60	38.80312037
1	15	61	39.03263079
1	15	62	39.13727308
1	15	63	39.05361981
1	15	64	38.71624179
1	15	65	38.14022168
1	15	66	37.38544129
1	15	67	36.48927586
1	15	68	35.47002004
1	15	69	34.34049139
1	15	70	33.11261365
1	15	71	31.7975845
1	15	72	30.41448448
1	15	73	29.00494423
1	15	74	27.62526873
1	15	75	26.3337292
1	15	76	25.18199907
1	15	77	24.19950019
1	15	78	23.38754038
1	15	79	22.7361289
1	15	80	22.24492787
1	16	1	67.62254997
1	16	2	66.76380059
1	16	3	65.78052075
1	16	4	64.68727581
1	16	5	63.49074269
1	16	6	62.19597147
1	16	7	60.81533568
1	16	8	59.37184301
1	16	9	57.89552299
1	16	10	56.41969426
1	16	11	54.97937864
1	16	12	53.61143249
1	16	13	52.35710051
1	16	14	51.26470128
1	16	15	50.38531807
1	16	16	49.75371194
1	16	17	49.36729695
1	16	18	49.19226756
1	16	19	49.18853947
1	16	20	49.32539235
1	16	21	49.58671391
1	16	22	49.97487707
1	16	23	50.48961799
1	16	24	51.08600134
1	16	25	51.70656768
1	16	26	52.30222499
1	16	27	52.82295383
1	16	28	53.21276755
1	16	29	53.41913207
1	16	30	53.41748431
1	16	31	53.21879642
1	16	32	52.84647585
1	16	33	52.3163664
1	16	34	51.63002681
1	16	35	50.76776048
1	16	36	49.6852155
1	16	37	48.37753473
1	16	38	46.9166758
1	16	39	45.37240389
1	16	40	43.79728617
1	16	41	42.24139751
1	16	42	40.75644088
1	16	43	39.38632982
1	16	44	38.15959542
1	16	45	37.09217868
1	16	46	36.19012332
1	16	47	35.45675453
1	16	48	34.89852149
1	16	49	34.52352661
1	16	50	34.33632841
1	16	51	34.33233356
1	16	52	34.49460792
1	16	53	34.79534588
1	16	54	35.20042065
1	16	55	35.67344551
1	16	56	36.17795317
1	16	57	36.67860458
1	16	58	37.14327426
1	16	59	37.54611463
1	16	60	37.86690804
1	16	61	38.08378843
1	16	62	38.16385863
1	16	63	38.06062058
1	16	64	37.7354506
1	16	65	37.19066323
1	16	66	36.45705214
1	16	67	35.56205489
1	16	68	34.52374482
1	16	69	33.35691901
1	16	70	32.07584311
1	16	71	30.69086001
1	16	72	29.21790923
1	16	73	27.70711953
1	16	74	26.22404139
1	16	75	24.83154642
1	16	76	23.58951319
1	16	77	22.53800275
1	16	78	21.67875081
1	16	79	20.99404268
1	16	80	20.48099001
1	17	1	68.68366978
1	17	2	67.75258161
1	17	3	66.68369414
1	17	4	65.5006035
1	17	5	64.21570668
1	17	6	62.83939919
1	17	7	61.38572274
1	17	8	59.8736385
1	17	9	58.3270187
1	17	10	56.7769262
1	17	11	55.25991644
1	17	12	53.81443642
1	17	13	52.48284058
1	17	14	51.31647529
1	17	15	50.37610685
1	17	16	49.70947581
1	17	17	49.31299331
1	17	18	49.14115669
1	17	19	49.1475217
1	17	20	49.30087452
1	17	21	49.58567239
1	17	22	50.00034723
1	17	23	50.53777726
1	17	24	51.15748105
1	17	25	51.80533899
1	17	26	52.43060449
1	17	27	52.98064292
1	17	28	53.39548095
1	17	29	53.61576962
1	17	30	53.61243812
1	17	31	53.39915758
1	17	32	53.00260845
1	17	33	52.43877679
1	17	34	51.7075535
1	17	35	50.78821313
1	17	36	49.64087622
1	17	37	48.26384953
1	17	38	46.72428651
1	17	39	45.09227966
1	17	40	43.42414823
1	17	41	41.77676547
1	17	42	40.21427209
1	17	43	38.78423893
1	17	44	37.50037906
1	17	45	36.36931502
1	17	46	35.40038127
1	17	47	34.60339546
1	17	48	33.98930073
1	17	49	33.57056483
1	17	50	33.35758585
1	17	51	33.3493177
1	17	52	33.52477859
1	17	53	33.84635806
1	17	54	34.27101354
1	17	55	34.75777492
1	17	56	35.26956169
1	17	57	35.77295235
1	17	58	36.23826241
1	17	59	36.63977941
1	17	60	36.95432852
1	17	61	37.1574365
1	17	62	37.21959264
1	17	63	37.10791162
1	17	64	36.79748066
1	17	65	36.28326473
1	17	66	35.57598293
1	17	67	34.68937735
1	17	68	33.6356125
1	17	69	32.42831794
1	17	70	31.0843829
1	17	71	29.61973005
1	17	72	28.0565986
1	17	73	26.4485442
1	17	74	24.86234785
1	17	75	23.3644169
1	17	76	22.03060346
1	17	77	20.92271058
1	17	78	20.03625713
1	17	79	19.33788586
1	17	80	18.81983496
1	18	1	69.70122713
1	18	2	68.70830757
1	18	3	67.56625639
1	18	4	66.30367164
1	18	5	64.93711368
1	18	6	63.48118508
1	18	7	61.95225848
1	18	8	60.36785446
1	18	9	58.74714919
1	18	10	57.12014313
1	18	11	55.52542837
1	18	12	54.00144113
1	18	13	52.58905014
1	18	14	51.34003098
1	18	15	50.3291275
1	18	16	49.63235789
1	18	17	49.24083002
1	18	18	49.08298826
1	18	19	49.10525675
1	18	20	49.27910059
1	18	21	49.59067166
1	18	22	50.03280513
1	18	23	50.59085739
1	18	24	51.2301756
1	18	25	51.90320566
1	18	26	52.55967907
1	18	27	53.14590517
1	18	28	53.59682926
1	18	29	53.83522079
1	18	30	53.8212176
1	18	31	53.58332487
1	18	32	53.15630182
1	18	33	52.55340444
1	18	34	51.76964925
1	18	35	50.7842924
1	18	36	49.57225018
1	18	37	48.13945929
1	18	38	46.53723407
1	18	39	44.83022291
1	18	40	43.07834591
1	18	41	41.34361342
1	18	42	39.70023816
1	18	43	38.20063615
1	18	44	36.84790154
1	18	45	35.6448265
1	18	46	34.6039648
1	18	47	33.73906456
1	18	48	33.06385519
1	18	49	32.59554495
1	18	50	32.35501582
1	18	51	32.35041787
1	18	52	32.55418267
1	18	53	32.91166423
1	18	54	33.36769368
1	18	55	33.8770611
1	18	56	34.40293426
1	18	57	34.91387183
1	18	58	35.38215444
1	18	59	35.78283142
1	18	60	36.09243007
1	18	61	36.28714324
1	18	62	36.34181243
1	18	63	36.23182756
1	18	64	35.93824453
1	18	65	35.45170722
1	18	66	34.77024263
1	18	67	33.89395553
1	18	68	32.8242569
1	18	69	31.56947089
1	18	70	30.14953716
1	18	71	28.59339868
1	18	72	26.93944174
1	18	73	25.24218703
1	18	74	23.56395227
1	18	75	21.97138705
1	18	76	20.55295822
1	18	77	19.3944348
1	18	78	18.48329166
1	18	79	17.77280645
1	18	80	17.25177253
1	19	1	70.66089623
1	19	2	69.62582912
1	19	3	68.4281544
1	19	4	67.09705136
1	19	5	65.65402297
1	19	6	64.11861299
1	19	7	62.51065276
1	19	8	60.84891687
1	19	9	59.15186044
1	19	10	57.4492363
1	19	11	55.7802732
1	19	12	54.18375549
1	19	13	52.70042227
1	19	14	51.38195047
1	19	15	50.31052965
1	19	16	49.5843625
1	19	17	49.18944454
1	19	18	49.03480719
1	19	19	49.06420925
1	19	20	49.25102641
1	19	21	49.58170308
1	19	22	50.04597537
1	19	23	50.62599492
1	19	24	51.28872486
1	19	25	51.98882666
1	19	26	52.67561036
1	19	27	53.2941758
1	19	28	53.7765243
1	19	29	54.03236599
1	19	30	54.01250074
1	19	31	53.7574848
1	19	32	53.30648268
1	19	33	52.67067932
1	19	34	51.84291996
1	19	35	50.8032931
1	19	36	49.53311491
1	19	37	48.04162101
1	19	38	46.37550645
1	19	39	44.59821017
1	19	40	42.7727904
1	19	41	40.96348084
1	19	42	39.24039067
1	19	43	37.65288445
1	19	44	36.21161473
1	19	45	34.92454387
1	19	46	33.80731316
1	19	47	32.8751223
1	19	48	32.14039494
1	19	49	31.62086175
1	19	50	31.35147835
1	19	51	31.36128669
1	19	52	31.61120937
1	19	53	32.01779357
1	19	54	32.51287307
1	19	55	33.04979617
1	19	56	33.59363936
1	19	57	34.11533817
1	19	58	34.5891392
1	19	59	34.99139516
1	19	60	35.29968951
1	19	61	35.49211211
1	19	62	35.54721605
1	19	63	35.44525757
1	19	64	35.17019701
1	19	65	34.710276
1	19	66	34.05528648
1	19	67	33.19237439
1	19	68	32.10740893
1	19	69	30.79864543
1	19	70	29.29173545
1	19	71	27.63508919
1	19	72	25.8858166
1	19	73	24.10407865
1	19	74	22.35116534
1	19	75	20.69350704
1	19	76	19.21614131
1	19	77	17.99737404
1	19	78	17.03355894
1	19	79	16.28806458
1	19	80	15.74871868
1	20	1	71.59780078
1	20	2	70.52642865
1	20	3	69.27997968
1	20	4	67.88496535
1	20	5	66.36662553
1	20	6	64.74957989
1	20	7	63.05791321
1	20	8	61.31375441
1	20	9	59.53919763
1	20	10	57.76394509
1	20	11	56.02580423
1	20	12	54.36581614
1	20	13	52.82933521
1	20	14	51.47279025
1	20	15	50.37499403
1	20	16	49.61494705
1	20	17	49.18305794
1	20	18	49.0047851
1	20	19	49.02419582
1	20	20	49.2110442
1	20	21	49.54964329
1	20	22	50.02957039
1	20	23	50.6331103
1	20	24	51.32511214
1	20	25	52.05613553
1	20	26	52.77106993
1	20	27	53.41058545
1	20	28	53.90430406
1	20	29	54.17035642
1	20	30	54.16512749
1	20	31	53.91478194
1	20	32	53.45396738
1	20	33	52.79712638
1	20	34	51.94052012
1	20	35	50.86415742
1	20	36	49.54341027
1	20	37	47.98585578
1	20	38	46.24701782
1	20	39	44.39725789
1	20	40	42.50181254
1	20	41	40.62254178
1	20	42	38.81846771
1	20	43	37.13347018
1	20	44	35.59143206
1	20	45	34.21227128
1	20	46	33.01888331
1	20	47	32.02962057
1	20	48	31.25286462
1	20	49	30.69887139
1	20	50	30.41021081
1	20	51	30.44419487
1	20	52	30.74622916
1	20	53	31.20042535
1	20	54	31.73144829
1	20	55	32.29415345
1	20	56	32.85583672
1	20	57	33.38935043
1	20	58	33.87047229
1	20	59	34.27680732
1	20	60	34.58726962
1	20	61	34.7818499
1	20	62	34.8418024
1	20	63	34.75033707
1	20	64	34.49327229
1	20	65	34.05825751
1	20	66	33.43085946
1	20	67	32.58723341
1	20	68	31.4915009
1	20	69	30.12218522
1	20	70	28.51495213
1	20	71	26.74744953
1	20	72	24.89757699
1	20	73	23.03339988
1	20	74	21.21761981
1	20	75	19.51387887
1	20	76	17.99134469
1	20	77	16.705788
1	20	78	15.66846563
1	20	79	14.86643546
1	20	80	14.2938657
1	21	1	72.54537325
1	21	2	71.4335003
1	21	3	70.1339578
1	21	4	68.67184254
1	21	5	67.0747158
1	21	6	65.37224008
1	21	7	63.59385197
1	21	8	61.76573679
1	21	9	59.91287633
1	21	10	58.06474399
1	21	11	56.25847872
1	21	12	54.53851654
1	21	13	52.95681082
1	21	14	51.57484404
1	21	15	50.46160597
1	21	16	49.66898246
1	21	17	49.19186126
1	21	18	48.97949165
1	21	19	48.97994555
1	21	20	49.15793693
1	21	21	49.49497185
1	21	22	49.984507
1	21	23	50.61393206
1	21	24	51.34241154
1	21	25	52.11003527
1	21	26	52.85506289
1	21	27	53.51398359
1	21	28	54.01666284
1	21	29	54.29392254
1	21	30	54.30823432
1	21	31	54.06895954
1	21	32	53.60351297
1	21	33	52.93087222
1	21	34	52.05345128
1	21	35	50.95176316
1	21	36	49.58627516
1	21	37	47.95774782
1	21	38	46.14125297
1	21	39	44.21703541
1	21	40	42.24993468
1	21	41	40.29739396
1	21	42	38.41017304
1	21	43	36.62847862
1	21	44	34.98415088
1	21	45	33.51043898
1	21	46	32.24554846
1	21	47	31.21921298
1	21	48	30.4372278
1	21	49	29.89734866
1	21	50	29.63096414
1	21	51	29.68838543
1	21	52	30.01343902
1	21	53	30.49034969
1	21	54	31.04255845
1	21	55	31.62348565
1	21	56	32.19980503
1	21	57	32.74454406
1	21	58	33.23392467
1	21	59	33.6461815
1	21	60	33.96118429
1	21	61	34.1602742
1	21	62	34.22632753
1	21	63	34.1440768
1	21	64	33.90033128
1	21	65	33.48309483
1	21	66	32.87746768
1	21	67	32.05423072
1	21	68	30.9528137
1	21	69	29.51572308
1	21	70	27.79566278
1	21	71	25.91187908
1	21	72	23.96033155
1	21	73	22.0147166
1	21	74	20.13818927
1	21	75	18.38744798
1	21	76	16.81608951
1	21	77	15.4664741
1	21	78	14.35770381
1	21	79	13.4938166
1	21	80	12.88173919
1	22	1	73.51532827
1	22	2	72.35549422
1	22	3	70.99277756
1	22	4	69.45528809
1	22	5	67.77266102
1	22	6	65.9802851
1	22	7	64.11402443
1	22	8	62.20296757
1	22	9	60.2720819
1	22	10	58.349022
1	22	11	56.47073315
1	22	12	54.68535962
1	22	13	53.05056773
1	22	14	51.63165082
1	22	15	50.49302151
1	22	16	49.67477981
1	22	17	49.17068516
1	22	18	48.93787645
1	22	19	48.92635332
1	22	20	49.09751426
1	22	21	49.43065762
1	22	22	49.92641628
1	22	23	50.58454607
1	22	24	51.35487503
1	22	25	52.16319182
1	22	26	52.94363392
1	22	27	53.63194224
1	22	28	54.15809217
1	22	29	54.45384017
1	22	30	54.47922745
1	22	31	54.23880751
1	22	32	53.76002247
1	22	33	53.06491362
1	22	34	52.15854853
1	22	35	51.02202529
1	22	36	49.61067566
1	22	37	47.92251538
1	22	38	46.03998587
1	22	39	44.0467437
1	22	40	42.00822989
1	22	41	39.98118146
1	22	42	38.01282728
1	22	43	36.14000623
1	22	44	34.39714182
1	22	45	32.82854203
1	22	46	31.49586154
1	22	47	30.45424135
1	22	48	29.70627811
1	22	49	29.22715787
1	22	50	29.01993494
1	22	51	29.09787594
1	22	52	29.4168388
1	22	53	29.89162677
1	22	54	30.45041766
1	22	55	31.04210471
1	22	56	31.6298799
1	22	57	32.185262
1	22	58	32.68366297
1	22	59	33.10315296
1	22	60	33.42404012
1	22	61	33.62838228
1	22	62	33.69962335
1	22	63	33.62249964
1	22	64	33.38304466
1	22	65	32.9679949
1	22	66	32.36152651
1	22	67	31.53319072
1	22	68	30.40963699
1	22	69	28.90439518
1	22	70	27.08565858
1	22	71	25.10246742
1	22	72	23.05942631
1	22	73	21.03589521
1	22	74	19.09763618
1	22	75	17.29363828
1	22	76	15.66815311
1	22	77	14.26035071
1	22	78	13.0934047
1	22	79	12.17722501
1	22	80	11.52901914
1	23	1	74.50507892
1	23	2	73.28563196
1	23	3	71.84400409
1	23	4	70.21897288
1	23	5	68.44381836
1	23	6	66.55945146
1	23	7	64.60697311
1	23	8	62.61637497
1	23	9	60.61000169
1	23	10	58.61062616
1	23	11	56.65438404
1	23	12	54.79377771
1	23	13	53.09075401
1	23	14	51.61533004
1	23	15	50.43903498
1	23	16	49.60499733
1	23	17	49.09941884
1	23	18	48.87041722
1	23	19	48.86450466
1	23	20	49.04254911
1	23	21	49.38409439
1	23	22	49.89355184
1	23	23	50.57803681
1	23	24	51.3825173
1	23	25	52.22666305
1	23	26	53.04436837
1	23	27	53.77238914
1	23	28	54.33833353
1	23	29	54.66102457
1	23	30	54.68710858
1	23	31	54.42854546
1	23	32	53.92385644
1	23	33	53.19656449
1	23	34	52.24852302
1	23	35	51.05988141
1	23	36	49.598772
1	23	37	47.87011966
1	23	38	45.93966235
1	23	39	43.88614057
1	23	40	41.77892087
1	23	41	39.68001274
1	23	42	37.63759866
1	23	43	35.68446342
1	23	44	33.85426471
1	23	45	32.1974052
1	23	46	30.79989449
1	23	47	29.75640779
1	23	48	29.05957365
1	23	49	28.64799052
1	23	50	28.49728066
1	23	51	28.59704433
1	23	52	28.9117162
1	23	53	29.38120713
1	23	54	29.94325017
1	23	55	30.54440561
1	23	56	31.14419041
1	23	57	31.71170769
1	23	58	32.22066128
1	23	59	32.64859498
1	23	60	32.97613574
1	23	61	33.18575284
1	23	62	33.26066468
1	23	63	33.18413397
1	23	64	32.93902667
1	23	65	32.50710963
1	23	66	31.86637356
1	23	67	30.98170508
1	23	68	29.78814439
1	23	69	28.22600944
1	23	70	26.35671962
1	23	71	24.31235472
1	23	72	22.19929785
1	23	73	20.10573353
1	23	74	18.1039778
1	23	75	16.23821458
1	23	76	14.55256723
1	23	77	13.09410797
1	23	78	11.89234769
1	23	79	10.95431058
1	23	80	10.29416895
1	24	1	75.49830966
1	24	2	74.20206174
1	24	3	72.66064455
1	24	4	70.93367094
1	24	5	69.06319273
1	24	6	67.09080665
1	24	7	65.05675515
1	24	8	62.99109788
1	24	9	60.91353315
1	24	10	58.8388919
1	24	11	56.80198806
1	24	12	54.86141026
1	24	13	53.08041912
1	24	14	51.532328
1	24	15	50.30792059
1	24	16	49.47039876
1	24	17	48.98815319
1	24	18	48.78428364
1	24	19	48.80005348
1	24	20	49.00036555
1	24	21	49.3689246
1	24	22	49.90668429
1	24	23	50.61001326
1	24	24	51.43138665
1	24	25	52.2997703
1	24	26	53.14972154
1	24	27	53.91788827
1	24	28	54.52945024
1	24	29	54.88415829
1	24	30	54.90512319
1	24	31	54.62180816
1	24	32	54.08921342
1	24	33	53.33028617
1	24	34	52.34301702
1	24	35	51.10763832
1	24	36	49.60168142
1	24	37	47.833484
1	24	38	45.85718501
1	24	39	43.74684846
1	24	40	41.57472066
1	24	41	39.40889168
1	24	42	37.30083573
1	24	43	35.28138809
1	24	44	33.38611663
1	24	45	31.6704968
1	24	46	30.2312996
1	24	47	29.18147686
1	24	48	28.50862296
1	24	49	28.1335614
1	24	50	28.01678208
1	24	51	28.13545376
1	24	52	28.45593889
1	24	53	28.92974428
1	24	54	29.5018304
1	24	55	30.11900197
1	24	56	30.73712808
1	24	57	31.32138769
1	24	58	31.84353349
1	24	59	32.28115167
1	24	60	32.61586999
1	24	61	32.83089668
1	24	62	32.90900238
1	24	63	32.83110854
1	24	64	32.57520794
1	24	65	32.11539336
1	24	66	31.42062311
1	24	67	30.4525862
1	24	68	29.16797422
1	24	69	27.54887786
1	24	70	25.6482547
1	24	71	23.56732318
1	24	72	21.40595568
1	24	73	19.25370019
1	24	74	17.18326555
1	24	75	15.24294128
1	24	76	13.48737722
1	24	77	11.98433097
1	24	78	10.77808077
1	24	79	9.865679041
1	24	80	9.239989013
1	25	1	76.45058384
1	25	2	75.06072032
1	25	3	73.40730939
1	25	4	71.57565585
1	25	5	69.61417323
1	25	6	67.56015615
1	25	7	65.44850961
1	25	8	63.30863376
1	25	9	61.16021232
1	25	10	59.01423446
1	25	11	56.9053313
1	25	12	54.89575126
1	25	13	53.04695847
1	25	14	51.43131223
1	25	15	50.15955331
1	25	16	49.32670458
1	25	17	48.87505468
1	25	18	48.6988826
1	25	19	48.73830643
1	25	20	48.96383414
1	25	21	49.36232496
1	25	22	49.92882538
1	25	23	50.64949823
1	25	24	51.48354585
1	25	25	52.37013538
1	25	26	53.24435101
1	25	27	54.03965943
1	25	28	54.67763607
1	25	29	55.05232345
1	25	30	55.08045992
1	25	31	54.7930838
1	25	32	54.24778603
1	25	33	53.46917851
1	25	34	52.45741968
1	25	35	51.19377424
1	25	36	49.65225952
1	25	37	47.837258
1	25	38	45.80658303
1	25	39	43.639123
1	25	40	41.40852923
1	25	41	39.18197071
1	25	42	37.01218229
1	25	43	34.93648103
1	25	44	32.99837635
1	25	45	31.26051952
1	25	46	29.81270329
1	25	47	28.74046579
1	25	48	28.04298772
1	25	49	27.66300581
1	25	50	27.55600509
1	25	51	27.68872488
1	25	52	28.02389417
1	25	53	28.51539675
1	25	54	29.11077827
1	25	55	29.75637894
1	25	56	30.40322107
1	25	57	31.01089534
1	25	58	31.54922763
1	25	59	31.99732887
1	25	60	32.33944238
1	25	61	32.5605075
1	25	62	32.64328896
1	25	63	32.56650949
1	25	64	32.30312883
1	25	65	31.81899209
1	25	66	31.07378617
1	25	67	30.0276116
1	25	68	28.65552435
1	25	69	26.96777906
1	25	70	25.02070782
1	25	71	22.90076268
1	25	72	20.69854003
1	25	73	18.49569786
1	25	74	16.35821909
1	25	75	14.33940362
1	25	76	12.50672029
1	25	77	10.96086379
1	25	78	9.774443048
1	25	79	8.918412219
1	25	80	8.346872328
1	26	1	77.25501386
1	26	2	75.78329855
1	26	3	74.04038558
1	26	4	72.12616713
1	26	5	70.08881545
1	26	6	67.96149792
1	26	7	65.77512133
1	26	8	63.55850353
1	26	9	61.33463616
1	26	10	59.12295569
1	26	11	56.96088516
1	26	12	54.90682446
1	26	13	53.02274146
1	26	14	51.38272085
1	26	15	50.09671497
1	26	16	49.25625532
1	26	17	48.80325276
1	26	18	48.63184038
1	26	19	48.68125165
1	26	20	48.92171091
1	26	21	49.33940423
1	26	22	49.92639073
1	26	23	50.66581161
1	26	24	51.51872202
1	26	25	52.42646898
1	26	26	53.32172212
1	26	27	54.13224345
1	26	28	54.7752397
1	26	29	55.15584133
1	26	30	55.20763802
1	26	31	54.9408091
1	26	32	54.39844607
1	26	33	53.61007035
1	26	34	52.58451282
1	26	35	51.30681414
1	26	36	49.73805887
1	26	37	47.87069059
1	26	38	45.78022056
1	26	39	43.55724102
1	26	40	41.27390214
1	26	41	38.99163012
1	26	42	36.76283181
1	26	43	34.63423564
1	26	44	32.65904618
1	26	45	30.90423288
1	26	46	29.44579328
1	26	47	28.3428963
1	26	48	27.60501273
1	26	49	27.20158695
1	26	50	27.09293387
1	26	51	27.23950166
1	26	52	27.59882936
1	26	53	28.12301046
1	26	54	28.75869907
1	26	55	29.44900726
1	26	56	30.13757102
1	26	57	30.77611916
1	26	58	31.3327066
1	26	59	31.79085287
1	26	60	32.14002004
1	26	61	32.3681239
1	26	62	32.45867576
1	26	63	32.38926754
1	26	64	32.12926767
1	26	65	31.63698708
1	26	66	30.86055032
1	26	67	29.75186594
1	26	68	28.29477463
1	26	69	26.52223232
1	26	70	24.50518869
1	26	71	22.33038695
1	26	72	20.08279061
1	26	73	17.8354003
1	26	74	15.64690689
1	26	75	13.57042536
1	26	76	11.67905194
1	26	77	10.09923389
1	26	78	8.932103815
1	26	79	8.117986328
1	26	80	7.579558422
1	27	1	77.78805058
1	27	2	76.29974155
1	27	3	74.52877126
1	27	4	72.57322016
1	27	5	70.48423279
1	27	6	68.29598394
1	27	7	66.03997412
1	27	8	63.74797555
1	27	9	61.45036333
1	27	10	59.17853328
1	27	11	56.97467182
1	27	12	54.89477347
1	27	13	53.00400023
1	27	14	51.3793834
1	27	15	50.11025533
1	27	16	49.2527543
1	27	17	48.76992008
1	27	18	48.58133478
1	27	19	48.62585826
1	27	20	48.86813486
1	27	21	49.29136182
1	27	22	49.88928487
1	27	23	50.64898251
1	27	24	51.5300676
1	27	25	52.46780614
1	27	26	53.38977957
1	27	27	54.21998613
1	27	28	54.87492077
1	27	29	55.26890256
1	27	30	55.34312469
1	27	31	55.09281751
1	27	32	54.54974499
1	27	33	53.74695539
1	27	34	52.70056282
1	27	35	51.40026163
1	27	36	49.80195627
1	27	37	47.8913281
1	27	38	45.75422194
1	27	39	43.48578154
1	27	40	41.15573288
1	27	41	38.8218813
1	27	42	36.53673083
1	27	43	34.35280385
1	27	44	32.3305823
1	27	45	30.54093836
1	27	46	29.05270895
1	27	47	27.91322594
1	27	48	27.1381398
1	27	49	26.71353974
1	27	50	26.60608975
1	27	51	26.77310345
1	27	52	27.16776426
1	27	53	27.7396256
1	27	54	28.43318284
1	27	55	29.18662335
1	27	56	29.93265227
1	27	57	30.60982954
1	27	58	31.18478529
1	27	59	31.65121536
1	27	60	32.00694387
1	27	61	32.24328001
1	27	62	32.34482545
1	27	63	32.28952034
1	27	64	32.04599675
1	27	65	31.5676758
1	27	66	30.78730359
1	27	67	29.63320657
1	27	68	28.08702698
1	27	69	26.21132598
1	27	70	24.10310556
1	27	71	21.85786724
1	27	72	19.56021374
1	27	73	17.27721103
1	27	74	15.06138331
1	27	75	12.96625054
1	27	76	11.06810208
1	27	77	9.484376401
1	27	78	8.301403173
1	27	79	7.472675714
1	27	80	6.925075323
1	28	1	78.1063523
1	28	2	76.64237873
1	28	3	74.88837514
1	28	4	72.92559035
1	28	5	70.80742288
1	28	6	68.57104233
1	28	7	66.25194569
1	28	8	63.88928229
1	28	9	61.52319801
1	28	10	59.19472027
1	28	11	56.95054781
1	28	12	54.84726869
1	28	13	52.95281198
1	28	14	51.34431728
1	28	15	50.09329977
1	28	16	49.23183433
1	28	17	48.73126166
1	28	18	48.52908223
1	28	19	48.56708099
1	28	20	48.80564495
1	28	21	49.22513672
1	28	22	49.82554603
1	28	23	50.60715084
1	28	24	51.52542652
1	28	25	52.50187271
1	28	26	53.4597193
1	28	27	54.32393763
1	28	28	55.01202211
1	28	29	55.43532383
1	28	30	55.52564547
1	28	31	55.2720034
1	28	32	54.71013036
1	28	33	53.87835504
1	28	34	52.79413878
1	28	35	51.44824151
1	28	36	49.8096817
1	28	37	47.87623855
1	28	38	45.71670469
1	28	39	43.41713945
1	28	40	41.04775105
1	28	41	38.66684608
1	28	42	36.32741003
1	28	43	34.08358455
1	28	44	31.99933929
1	28	45	30.15251152
1	28	46	28.61417249
1	28	47	27.42766403
1	28	48	26.61659598
1	28	49	26.17918385
1	28	50	26.08346097
1	28	51	26.28134526
1	28	52	26.7222006
1	28	53	27.3540695
1	28	54	28.11947837
1	28	55	28.95188085
1	28	56	29.77121746
1	28	57	30.49451387
1	28	58	31.08742744
1	28	59	31.56227665
1	28	60	31.92621401
1	28	61	32.1725224
1	28	62	32.28658269
1	28	63	32.24771595
1	28	64	32.0266939
1	28	65	31.57730988
1	28	66	30.81850355
1	28	67	29.63580393
1	28	68	27.99507821
1	28	69	26.00634022
1	28	70	23.79881424
1	28	71	21.47661194
1	28	72	19.12921591
1	28	73	16.82006605
1	28	74	14.5938918
1	28	75	12.50471791
1	28	76	10.62751494
1	28	77	9.051114724
1	28	78	7.831352512
1	28	79	6.951050228
1	28	80	6.363457711
1	29	1	78.34904691
1	29	2	76.90166563
1	29	3	75.16664828
1	29	4	73.20694054
1	29	5	71.07170478
1	29	6	68.7959231
1	29	7	66.41850385
1	29	8	63.98949761
1	29	9	61.55951067
1	29	10	59.17646398
1	29	11	56.88927706
1	29	12	54.75385984
1	29	13	52.83972754
1	29	14	51.2284179
1	29	15	49.98998283
1	29	16	49.14474746
1	29	17	48.65566347
1	29	18	48.46092016
1	29	19	48.5043265
1	29	20	48.7460548
1	29	21	49.16553123
1	29	22	49.76846919
1	29	23	50.57147406
1	29	24	51.52536705
1	29	25	52.53845051
1	29	26	53.53397481
1	29	27	54.44145808
1	29	28	55.18041833
1	29	29	55.64929214
1	29	30	55.75085852
1	29	31	55.47358785
1	29	32	54.87698381
1	29	33	54.00809053
1	29	34	52.88214752
1	29	35	51.48997856
1	29	36	49.81358078
1	29	37	47.86012272
1	29	38	45.68286397
1	29	39	43.35698317
1	29	40	40.95272337
1	29	41	38.5296545
1	29	42	36.14066294
1	29	43	33.83842753
1	29	44	31.68556033
1	29	45	29.76513771
1	29	46	28.1544397
1	29	47	26.89958808
1	29	48	26.04471387
1	29	49	25.60265943
1	29	50	25.53115844
1	29	51	25.76872007
1	29	52	26.26219516
1	29	53	26.96078257
1	29	54	27.80391721
1	29	55	28.71858896
1	29	56	29.61469801
1	29	57	30.39065902
1	29	58	31.0114381
1	29	59	31.50505894
1	29	60	31.88408788
1	29	61	32.14308966
1	29	62	32.26850504
1	29	63	32.24087749
1	29	64	32.0325925
1	29	65	31.59921178
1	29	66	30.8545294
1	29	67	29.65059752
1	29	68	27.93614213
1	29	69	25.86203496
1	29	70	23.57628124
1	29	71	21.18746451
1	29	72	18.79540738
1	29	73	16.46259723
1	29	74	14.22486253
1	29	75	12.13654986
1	29	76	10.26879258
1	29	77	8.68862482
1	29	78	7.433002373
1	29	79	6.499592944
1	29	80	5.864995192
1	30	1	78.58697562
1	30	2	77.13672616
1	30	3	75.40100545
1	30	4	73.43513022
1	30	5	71.28343561
1	30	6	68.97221229
1	30	7	66.54043186
1	30	8	64.05098656
1	30	9	61.56320475
